Origin,Destination,Carrier,Month,Delay Percentage,Total Flights,Delay Flights,Total Delay Time(min),Carrier Delay,Weather Delay,NAS Delay,Security Delay,Aircraft Delay
DEN,SFO,F9,4,55%,640,353,13547,2154,126,7902,0,3365
DEN,SLC,F9,4,45%,684,309,7643,1573,83,3378,0,2609
DEN,TPA,F9,4,46%,214,99,2203,589,23,917,0,674
DFW,DEN,F9,4,43%,650,281,7387,865,28,3231,0,3263
DTW,DEN,F9,4,41%,239,99,2761,405,0,1114,0,1242
DTW,IAD,F9,4,0%,2,0,0,0,0,0,0,0
DTW,MCO,F9,4,14%,22,3,100,0,0,100,0,0
DTW,PHX,F9,4,20%,10,2,73,0,0,0,0,73
FLL,DEN,F9,4,43%,181,78,1928,577,28,961,0,362
FLL,IAD,F9,4,65%,17,11,597,50,0,257,0,290
IAD,ATL,F9,4,58%,26,15,700,118,0,157,0,425
IAD,DTW,F9,4,0%,2,0,0,0,0,0,0,0
IAD,FLL,F9,4,53%,17,9,543,50,0,259,0,234
IAD,LAS,F9,4,62%,26,16,729,65,0,363,0,301
IAD,MCO,F9,4,43%,69,30,1232,104,0,611,0,517
IAD,MIA,F9,4,44%,9,4,201,167,0,34,0,0
IAD,MSP,F9,4,0%,2,0,0,0,0,0,0,0
IAD,ORD,F9,4,72%,25,18,281,17,0,264,0,0
IAH,ATL,F9,4,0%,7,0,0,0,0,0,0,0
IAH,DEN,F9,4,51%,237,122,3654,267,0,1590,0,1797
IAH,LAS,F9,4,27%,30,8,337,106,0,196,0,35
IAH,PHL,F9,4,0%,1,0,0,0,0,0,0,0
IAH,PHX,F9,4,71%,28,20,1130,25,0,304,0,801
IAH,SFO,F9,4,42%,60,25,1138,257,0,279,0,602
LAS,ATL,F9,4,48%,31,15,248,46,0,122,0,80
LAS,DEN,F9,4,36%,961,350,10625,901,84,4004,0,5636
LAS,IAD,F9,4,24%,25,6,100,42,0,15,0,43
LAS,IAH,F9,4,30%,30,9,326,45,0,218,0,63
LAS,MCO,F9,4,28%,43,12,223,87,0,71,0,65
LAS,MIA,F9,4,28%,29,8,249,41,0,27,0,181
LAS,ORD,F9,4,36%,75,27,982,237,0,464,0,281
LAS,SFO,F9,4,43%,30,13,343,73,0,147,0,123
LAX,ATL,F9,4,50%,8,4,405,3,0,38,0,364
LAX,DEN,F9,4,45%,618,277,6424,1139,355,2109,0,2821
LAX,MCO,F9,4,20%,30,6,508,0,0,0,0,508
LAX,ORD,F9,4,31%,39,12,315,5,0,299,0,11
LGA,ATL,F9,4,20%,30,6,95,20,0,26,0,49
LGA,DEN,F9,4,49%,315,155,6367,1228,0,2398,0,2741
LGA,MIA,F9,4,46%,89,41,1169,161,0,684,0,324
MCO,ATL,F9,4,71%,21,15,461,132,15,259,0,55
MCO,CLT,F9,4,70%,10,7,100,48,0,48,0,4
MCO,DEN,F9,4,44%,395,172,6284,1745,438,1675,0,2426
MCO,DTW,F9,4,9%,22,2,0,0,0,0,0,0
MCO,IAD,F9,4,52%,69,36,1093,235,30,395,0,433
MCO,LAS,F9,4,34%,44,15,394,246,0,105,0,43
MCO,LAX,F9,4,30%,30,9,529,196,0,80,0,253
MCO,MSP,F9,4,40%,15,6,278,252,0,0,0,26
MCO,ORD,F9,4,63%,79,50,1378,175,12,931,0,260
MCO,PHL,F9,4,46%,133,61,2354,221,106,937,0,1090
MDW,DEN,F9,4,43%,342,146,3388,431,348,1472,0,1137
MIA,ATL,F9,4,42%,60,25,679,92,6,333,0,248
MIA,DEN,F9,4,60%,60,36,1228,189,0,671,0,368
MIA,IAD,F9,4,78%,9,7,239,20,0,57,0,162
MIA,LAS,F9,4,41%,29,12,290,63,0,84,0,143
MIA,LGA,F9,4,45%,89,40,907,182,1,506,0,218
MIA,ORD,F9,4,46%,50,23,571,95,0,288,0,188
MIA,PHL,F9,4,47%,60,28,883,134,0,329,0,420
MSP,ATL,F9,4,0%,1,0,0,0,0,0,0,0
MSP,DEN,F9,4,46%,566,259,7459,1477,839,2707,0,2436
MSP,IAD,F9,4,0%,2,0,0,0,0,0,0,0
MSP,MCO,F9,4,20%,15,3,202,0,0,0,0,202
MSP,ORD,F9,4,50%,10,5,223,0,0,200,0,23
MSP,PHL,F9,4,0%,1,0,0,0,0,0,0,0
ORD,ATL,F9,4,80%,30,24,732,168,0,531,0,33
ORD,CLT,F9,4,20%,10,2,27,27,0,0,0,0
ORD,DEN,F9,4,36%,121,43,1206,357,46,511,0,292
ORD,IAD,F9,4,52%,25,13,499,228,0,227,0,44
ORD,LAS,F9,4,38%,76,29,1037,76,32,590,0,339
ORD,LAX,F9,4,40%,40,16,463,76,0,168,0,219
ORD,MCO,F9,4,48%,79,38,879,20,0,571,0,288
ORD,MIA,F9,4,30%,50,15,266,92,0,31,0,143
ORD,MSP,F9,4,70%,10,7,105,0,0,41,0,64
ORD,PDX,F9,4,10%,10,1,0,0,0,0,0,0
ORD,PHL,F9,4,54%,37,20,550,97,0,244,0,209
ORD,PHX,F9,4,50%,60,30,930,191,236,442,0,61
ORD,SEA,F9,4,29%,7,2,167,130,0,37,0,0
ORD,SFO,F9,4,33%,21,7,189,138,0,51,0,0
ORD,SLC,F9,4,37%,51,19,1053,177,0,286,0,590
ORD,TPA,F9,4,50%,40,20,525,105,0,272,0,148
PDX,DEN,F9,4,40%,617,248,4357,403,0,2255,0,1699
PDX,ORD,F9,4,10%,10,1,64,0,0,64,0,0
PHL,ATL,F9,4,88%,26,23,1219,138,0,699,0,382
PHL,CLT,F9,4,25%,40,10,151,61,0,90,0,0
PHL,DEN,F9,4,33%,83,27,1116,78,0,223,0,815
PHL,IAH,F9,4,100%,1,1,133,107,0,26,0,0
PHL,MCO,F9,4,41%,133,55,2508,823,0,755,0,930
PHL,MIA,F9,4,47%,60,28,1100,713,0,380,0,7
PHL,MSP,F9,4,0%,1,0,0,0,0,0,0,0
PHL,ORD,F9,4,70%,37,26,654,70,0,408,0,176
PHL,TPA,F9,4,42%,60,25,967,300,0,180,0,487
PHX,ATL,F9,4,20%,10,2,70,5,0,24,0,41
PHX,DEN,F9,4,42%,639,268,7414,1559,84,3000,0,2771
PHX,DTW,F9,4,40%,10,4,158,12,0,32,0,114
PHX,IAH,F9,4,29%,28,8,274,2,0,88,0,184
PHX,ORD,F9,4,50%,60,30,1145,49,0,537,0,559
PHX,SFO,F9,4,51%,41,21,471,12,0,441,0,18
SAN,DEN,F9,4,35%,582,205,4885,687,0,2215,0,1983
SEA,DEN,F9,4,45%,592,266,6143,1538,0,2095,0,2510
SEA,ORD,F9,4,29%,7,2,61,10,0,27,0,24
SFO,ATL,F9,4,30%,10,3,58,1,0,45,0,12
SFO,DEN,F9,4,49%,636,313,9928,1856,3,2729,0,5340
SFO,IAH,F9,4,55%,60,33,1776,90,0,265,0,1421
SFO,LAS,F9,4,30%,30,9,263,8,0,89,0,166
SFO,ORD,F9,4,19%,21,4,0,0,0,0,0,0
SFO,PHX,F9,4,52%,42,22,910,645,0,186,0,79
SLC,ATL,F9,4,29%,7,2,18,0,0,18,0,0
SLC,DEN,F9,4,41%,685,280,7707,1548,0,3949,0,2210
SLC,ORD,F9,4,29%,51,15,972,90,0,225,0,657
TPA,DEN,F9,4,43%,216,92,1564,655,0,454,0,455
TPA,ORD,F9,4,53%,40,21,370,47,0,213,0,110
TPA,PHL,F9,4,45%,60,27,1164,67,0,381,0,716
ATL,DEN,F9,3,43%,359,154,6576,1315,0,2150,0,3111
ATL,IAD,F9,3,49%,39,19,928,28,104,230,0,566
ATL,LAS,F9,3,29%,31,9,574,15,0,75,0,484
ATL,LGA,F9,3,24%,29,7,160,103,0,57,0,0
ATL,MCO,F9,3,83%,23,19,963,264,0,418,0,281
ATL,MIA,F9,3,53%,57,30,1158,643,0,436,0,79
ATL,ORD,F9,3,83%,30,25,1261,110,0,428,0,723
ATL,PHL,F9,3,63%,16,10,197,24,0,64,0,109
BOS,DEN,F9,3,75%,4,3,30,30,0,0,0,0
CLT,DEN,F9,3,21%,19,4,107,0,0,107,0,0
CLT,PHL,F9,3,68%,19,13,201,5,0,83,0,113
DCA,DEN,F9,3,40%,553,221,5666,927,123,2778,0,1838
DEN,ATL,F9,3,46%,357,165,4166,1182,201,1171,0,1612
DEN,BOS,F9,3,60%,5,3,15,3,0,12,0,0
DEN,CLT,F9,3,0%,19,0,0,0,0,0,0,0
DEN,DCA,F9,3,48%,553,263,7067,1256,124,1737,0,3950
DEN,DFW,F9,3,48%,675,326,7373,1212,394,3107,0,2660
DEN,DTW,F9,3,54%,223,120,2457,683,37,799,0,938
DEN,FLL,F9,3,55%,189,104,2282,535,136,848,0,763
DEN,IAH,F9,3,49%,235,116,3120,605,24,1552,0,939
DEN,LAS,F9,3,45%,987,448,10978,2686,225,3564,0,4503
DEN,LAX,F9,3,52%,646,335,8521,1620,163,3082,0,3656
DEN,LGA,F9,3,62%,248,154,5510,697,0,3426,0,1387
DEN,MCO,F9,3,47%,439,208,6489,1122,69,2052,0,3246
DEN,MDW,F9,3,44%,319,141,2860,1191,0,723,0,946
DEN,MIA,F9,3,25%,65,16,341,238,0,102,0,1
DEN,MSP,F9,3,50%,583,289,6937,1109,136,2533,0,3159
DEN,ORD,F9,3,48%,124,60,2098,435,95,970,0,598
DEN,PDX,F9,3,53%,590,310,6169,1910,35,2179,0,2045
DEN,PHL,F9,3,47%,74,35,954,217,95,124,0,518
DEN,PHX,F9,3,49%,754,370,8179,2101,67,2596,0,3415
DEN,SAN,F9,3,48%,612,293,7077,1696,112,2337,0,2932
DEN,SEA,F9,3,53%,565,298,6777,1901,61,2211,0,2604
DEN,SFO,F9,3,61%,631,386,17692,1921,387,10895,0,4489
DEN,SLC,F9,3,49%,702,342,7498,1674,167,2668,0,2989
DEN,TPA,F9,3,44%,245,109,2983,794,2,1121,0,1066
DFW,DEN,F9,3,38%,674,256,5722,910,362,2120,0,2330
DTW,DEN,F9,3,44%,225,99,1888,260,0,863,0,765
DTW,MCO,F9,3,21%,29,6,420,17,0,363,0,40
FLL,DEN,F9,3,47%,191,90,2310,488,81,945,0,796
FLL,IAD,F9,3,75%,20,15,1093,90,0,373,0,630
IAD,ATL,F9,3,64%,39,25,1193,262,192,377,0,362
IAD,FLL,F9,3,65%,20,13,1041,194,0,386,0,461
IAD,LAS,F9,3,65%,26,17,1124,173,0,480,0,471
IAD,MCO,F9,3,41%,71,29,1469,248,15,683,0,523
IAD,MIA,F9,3,56%,9,5,204,119,0,85,0,0
IAD,ORD,F9,3,65%,17,11,425,41,0,384,0,0
IAD,TPA,F9,3,50%,2,1,43,43,0,0,0,0
IAH,DEN,F9,3,50%,234,117,3730,641,77,1443,0,1569
IAH,LAS,F9,3,42%,31,13,1043,215,0,109,0,719
IAH,MCO,F9,3,30%,23,7,646,91,0,124,0,431
IAH,PHX,F9,3,56%,27,15,508,28,0,229,0,251
IAH,SFO,F9,3,48%,50,24,722,238,0,450,0,34
LAS,ATL,F9,3,19%,31,6,206,14,0,84,0,108
LAS,DEN,F9,3,39%,990,383,11500,2084,0,3351,0,6065
LAS,IAD,F9,3,38%,26,10,613,206,0,169,0,238
LAS,IAH,F9,3,52%,31,16,1011,116,0,538,0,357
LAS,MCO,F9,3,34%,62,21,852,360,0,333,0,159
LAS,MIA,F9,3,35%,31,11,423,39,0,0,0,384
LAS,ORD,F9,3,40%,92,37,2309,347,0,1573,0,389
LAS,SFO,F9,3,68%,31,21,2062,175,0,1317,0,570
LAX,DEN,F9,3,47%,646,303,7128,983,0,2308,0,3837
LAX,MCO,F9,3,13%,31,4,477,108,0,169,0,200
LAX,ORD,F9,3,16%,31,5,480,19,0,461,0,0
LGA,ATL,F9,3,34%,29,10,191,19,0,64,0,108
LGA,DEN,F9,3,49%,251,124,3344,362,0,1351,0,1631
LGA,MIA,F9,3,58%,91,53,3540,581,0,1149,0,1810
MCO,ATL,F9,3,83%,23,19,667,111,0,387,0,169
MCO,DEN,F9,3,46%,437,199,8210,2343,217,2331,0,3319
MCO,DTW,F9,3,28%,29,8,125,15,0,56,0,54
MCO,IAD,F9,3,63%,71,45,1954,583,63,725,0,583
MCO,IAH,F9,3,30%,23,7,314,314,0,0,0,0
MCO,LAS,F9,3,26%,62,16,1361,193,13,592,0,563
MCO,LAX,F9,3,29%,31,9,526,83,18,187,0,238
MCO,MSP,F9,3,26%,19,5,106,8,0,44,0,54
MCO,ORD,F9,3,62%,110,68,2668,502,0,1378,0,788
MCO,PHL,F9,3,50%,155,78,3199,647,112,958,0,1482
MDW,DEN,F9,3,44%,319,139,3246,901,39,1133,0,1173
MIA,ATL,F9,3,40%,57,23,1461,618,0,270,0,573
MIA,DEN,F9,3,56%,66,37,1648,296,0,838,0,514
MIA,IAD,F9,3,89%,9,8,260,46,0,95,0,119
MIA,LAS,F9,3,32%,31,10,498,388,0,110,0,0
MIA,LGA,F9,3,53%,93,49,2515,594,0,846,0,1075
MIA,ORD,F9,3,35%,62,22,1337,305,192,487,0,353
MIA,PHL,F9,3,46%,57,26,1034,248,0,155,0,631
MSP,DEN,F9,3,44%,583,255,8815,2260,122,2813,0,3620
MSP,MCO,F9,3,32%,19,6,394,51,0,318,0,25
ORD,ATL,F9,3,77%,30,23,1024,482,227,294,0,21
ORD,DEN,F9,3,46%,125,58,3391,706,4,822,0,1859
ORD,IAD,F9,3,53%,17,9,676,57,0,194,0,425
ORD,LAS,F9,3,46%,93,43,2359,165,0,826,0,1368
ORD,LAX,F9,3,23%,31,7,791,160,0,203,0,428
ORD,MCO,F9,3,52%,110,57,2830,401,10,989,0,1430
ORD,MIA,F9,3,37%,62,23,665,120,25,355,0,165
ORD,PHL,F9,3,53%,19,10,743,9,2,345,0,387
ORD,PHX,F9,3,52%,62,32,2768,887,0,1064,0,817
ORD,SFO,F9,3,39%,31,12,434,363,41,30,0,0
ORD,SLC,F9,3,54%,56,30,1900,828,0,710,0,362
ORD,TPA,F9,3,67%,58,39,1618,258,0,538,0,822
PDX,DEN,F9,3,38%,591,227,5566,1240,25,2467,0,1834
PHL,ATL,F9,3,81%,16,13,984,268,0,190,0,526
PHL,CLT,F9,3,68%,19,13,172,101,0,71,0,0
PHL,DEN,F9,3,45%,73,33,1193,828,0,306,0,59
PHL,MCO,F9,3,47%,154,73,3601,970,0,1091,0,1540
PHL,MIA,F9,3,40%,57,23,1641,777,14,178,0,672
PHL,ORD,F9,3,89%,19,17,643,47,0,441,0,155
PHL,TPA,F9,3,67%,63,42,1740,439,5,503,0,793
PHX,DEN,F9,3,46%,753,343,9151,1220,0,3022,0,4909
PHX,IAH,F9,3,56%,27,15,556,53,0,151,0,352
PHX,ORD,F9,3,55%,62,34,2112,48,0,1339,0,725
PHX,SFO,F9,3,59%,58,34,2384,656,0,1530,0,198
PHX,SLC,F9,3,80%,5,4,147,19,0,12,0,116
SAN,DEN,F9,3,36%,612,223,6186,718,26,1834,0,3608
SEA,DEN,F9,3,40%,565,228,5499,1399,10,1757,0,2333
SFO,DEN,F9,3,44%,634,282,12743,2997,0,2016,0,7730
SFO,IAH,F9,3,62%,50,31,1090,465,0,187,0,438
SFO,LAS,F9,3,52%,31,16,1517,0,0,50,0,1467
SFO,ORD,F9,3,39%,31,12,1115,143,0,154,0,818
SFO,PHX,F9,3,50%,56,28,1819,129,0,233,0,1457
SLC,DEN,F9,3,39%,705,277,6037,878,16,2827,0,2316
SLC,ORD,F9,3,43%,56,24,1916,101,0,720,0,1095
SLC,PHX,F9,3,60%,5,3,226,0,0,145,0,81
TPA,DEN,F9,3,36%,244,88,3501,1025,0,687,0,1789
TPA,IAD,F9,3,100%,2,2,88,40,0,15,0,33
TPA,ORD,F9,3,53%,58,31,1263,504,0,242,0,517
TPA,PHL,F9,3,48%,63,30,1579,30,0,928,0,621
ATL,DEN,F9,2,50%,314,158,4864,783,0,1908,0,2173
ATL,IAD,F9,2,32%,53,17,532,86,0,34,0,412
ATL,LAS,F9,2,38%,29,11,173,37,0,79,0,57
ATL,LGA,F9,2,14%,28,4,86,40,0,46,0,0
ATL,MCO,F9,2,50%,16,8,798,95,0,177,0,526
ATL,MIA,F9,2,31%,29,9,37,0,0,37,0,0
ATL,ORD,F9,2,96%,26,25,1855,315,80,1056,0,404
BOS,DEN,F9,2,80%,5,4,64,23,0,41,0,0
DCA,DEN,F9,2,53%,501,266,6876,1307,156,3780,0,1633
DEN,ATL,F9,2,44%,313,139,3318,1222,24,850,0,1222
DEN,BOS,F9,2,20%,5,1,141,80,0,61,0,0
DEN,DCA,F9,2,47%,501,237,6549,1578,126,2158,0,2687
DEN,DFW,F9,2,49%,591,292,7140,1971,64,2308,0,2797
DEN,DTW,F9,2,52%,212,111,3540,1078,10,987,0,1465
DEN,FLL,F9,2,45%,170,76,1988,330,23,666,0,969
DEN,IAH,F9,2,49%,208,101,3215,444,0,1264,0,1507
DEN,LAS,F9,2,57%,847,480,12755,2939,195,4956,0,4665
DEN,LAX,F9,2,58%,598,349,9174,2362,8,3895,0,2909
DEN,LGA,F9,2,56%,192,108,5121,766,0,2654,0,1701
DEN,MCO,F9,2,45%,375,170,5333,1474,65,1778,0,2016
DEN,MDW,F9,2,44%,285,124,3197,828,136,994,0,1239
DEN,MIA,F9,2,32%,73,23,912,386,11,103,0,412
DEN,MSP,F9,2,50%,486,241,7506,1461,51,3039,0,2955
DEN,ORD,F9,2,39%,110,43,1785,127,11,1071,0,576
DEN,PDX,F9,2,60%,494,294,8533,2006,16,3318,0,3193
DEN,PHL,F9,2,46%,46,21,727,171,12,199,0,345
DEN,PHX,F9,2,59%,660,388,10407,2841,121,3368,0,4077
DEN,SAN,F9,2,55%,552,305,8137,2245,40,2984,0,2868
DEN,SEA,F9,2,61%,494,301,9724,3099,21,3182,0,3422
DEN,SFO,F9,2,63%,545,346,13541,2122,33,7610,0,3776
DEN,SLC,F9,2,56%,617,347,8936,2671,2,3156,0,3107
DEN,TPA,F9,2,42%,223,94,2079,506,54,816,0,703
DFW,DEN,F9,2,45%,592,264,7518,1783,223,2608,0,2904
DTW,DEN,F9,2,64%,212,135,4295,774,41,1733,0,1747
DTW,MCO,F9,2,14%,29,4,118,17,0,48,0,53
FLL,DEN,F9,2,63%,170,107,1909,450,0,1261,0,198
FLL,IAD,F9,2,57%,23,13,660,141,0,188,0,331
IAD,ATL,F9,2,38%,53,20,1108,118,0,343,0,647
IAD,FLL,F9,2,57%,23,13,827,15,0,263,0,549
IAD,LAS,F9,2,85%,27,23,1599,280,34,506,0,779
IAD,MCO,F9,2,44%,68,30,2257,540,76,702,0,939
IAD,MIA,F9,2,50%,8,4,256,10,172,74,0,0
IAD,ORD,F9,2,63%,16,10,419,215,0,204,0,0
IAD,TPA,F9,2,30%,10,3,38,23,0,15,0,0
IAH,DEN,F9,2,45%,208,93,2061,243,16,1092,0,710
IAH,LAS,F9,2,10%,29,3,246,74,0,0,0,172
IAH,MCO,F9,2,10%,29,3,206,8,0,0,0,198
IAH,PHX,F9,2,50%,24,12,241,30,0,128,0,83
IAH,SFO,F9,2,46%,28,13,886,810,0,76,0,0
LAS,ATL,F9,2,18%,28,5,107,49,0,14,0,44
LAS,DEN,F9,2,43%,847,360,9487,639,78,4008,0,4762
LAS,IAD,F9,2,70%,27,19,1259,302,0,266,0,691
LAS,IAH,F9,2,7%,29,2,203,0,0,26,0,177
LAS,MCO,F9,2,5%,58,3,0,0,0,0,0,0
LAS,MIA,F9,2,17%,29,5,210,115,0,0,0,95
LAS,ORD,F9,2,21%,85,18,493,165,0,272,0,56
LAS,SFO,F9,2,17%,29,5,423,19,0,404,0,0
LAX,DEN,F9,2,48%,598,287,7490,905,3,3258,0,3324
LAX,MCO,F9,2,0%,29,0,0,0,0,0,0,0
LAX,ORD,F9,2,32%,28,9,205,107,0,98,0,0
LGA,ATL,F9,2,25%,28,7,248,0,0,0,0,248
LGA,DEN,F9,2,56%,193,109,5214,755,212,2126,0,2121
LGA,MIA,F9,2,64%,86,55,3174,266,21,1346,0,1541
MCO,ATL,F9,2,88%,16,14,726,27,0,195,0,504
MCO,DEN,F9,2,52%,376,197,6326,2088,19,2272,0,1947
MCO,DTW,F9,2,24%,29,7,161,7,0,54,0,100
MCO,IAD,F9,2,57%,68,39,2235,338,18,349,0,1530
MCO,IAH,F9,2,34%,29,10,272,235,0,37,0,0
MCO,LAS,F9,2,21%,58,12,181,59,0,69,0,53
MCO,LAX,F9,2,17%,29,5,0,0,0,0,0,0
MCO,MSP,F9,2,38%,8,3,102,74,0,28,0,0
MCO,ORD,F9,2,54%,83,45,2945,254,0,1287,0,1404
MCO,PHL,F9,2,37%,141,52,2906,868,0,1058,0,980
MDW,DEN,F9,2,56%,286,160,5245,763,121,2533,0,1828
MIA,ATL,F9,2,28%,29,8,259,11,0,41,0,207
MIA,DEN,F9,2,61%,74,45,3112,693,0,1191,0,1228
MIA,IAD,F9,2,63%,8,5,315,83,0,61,0,171
MIA,LAS,F9,2,14%,29,4,0,0,0,0,0,0
MIA,LGA,F9,2,60%,85,51,2760,450,0,2061,0,249
MIA,ORD,F9,2,40%,57,23,1573,249,572,565,0,187
MIA,PHL,F9,2,43%,53,23,1469,247,0,344,0,878
MSP,DEN,F9,2,51%,486,246,6887,848,431,3231,0,2377
MSP,MCO,F9,2,13%,8,1,49,0,0,0,0,49
ORD,ATL,F9,2,62%,26,16,1225,178,191,804,0,52
ORD,DEN,F9,2,49%,112,55,3523,804,179,1271,0,1269
ORD,IAD,F9,2,81%,16,13,1112,304,0,342,0,466
ORD,LAS,F9,2,43%,86,37,1672,282,12,458,0,920
ORD,LAX,F9,2,24%,29,7,557,154,19,18,0,366
ORD,MCO,F9,2,46%,83,38,3032,760,208,499,0,1565
ORD,MIA,F9,2,28%,57,16,420,140,72,208,0,0
ORD,PHX,F9,2,44%,57,25,1125,614,359,152,0,0
ORD,SFO,F9,2,34%,29,10,257,238,0,19,0,0
ORD,SLC,F9,2,50%,56,28,2034,279,43,564,0,1148
ORD,TPA,F9,2,62%,53,33,2203,613,99,611,0,880
PDX,DEN,F9,2,42%,493,207,5788,664,60,2462,0,2602
PHL,DEN,F9,2,76%,45,34,1123,59,0,597,0,467
PHL,MCO,F9,2,35%,141,49,3126,473,36,1519,0,1098
PHL,MIA,F9,2,49%,53,26,801,267,11,358,0,165
PHL,TPA,F9,2,53%,53,28,1912,1061,0,400,0,451
PHX,DEN,F9,2,52%,662,343,11771,4046,35,3182,0,4508
PHX,IAH,F9,2,54%,24,13,155,8,0,37,0,110
PHX,ORD,F9,2,52%,58,30,2469,370,45,1056,0,998
PHX,SFO,F9,2,49%,49,24,1122,235,0,716,0,171
PHX,SLC,F9,2,58%,24,14,391,25,0,182,0,184
SAN,DEN,F9,2,43%,553,237,5876,430,18,2251,0,3177
SEA,DEN,F9,2,46%,494,226,6560,1625,98,2407,0,2430
SFO,DEN,F9,2,49%,546,265,9807,730,0,3401,0,5676
SFO,IAH,F9,2,18%,28,5,66,26,0,40,0,0
SFO,LAS,F9,2,14%,29,4,350,0,0,1,0,349
SFO,ORD,F9,2,34%,29,10,1131,70,0,817,0,244
SFO,PHX,F9,2,37%,49,18,756,7,0,230,0,519
SLC,DEN,F9,2,48%,619,295,8103,707,66,3416,0,3914
SLC,ORD,F9,2,48%,56,27,2853,515,6,967,0,1365
SLC,PHX,F9,2,42%,24,10,136,0,0,92,0,44
TPA,DEN,F9,2,44%,223,99,3252,1087,0,794,0,1371
TPA,IAD,F9,2,30%,10,3,17,0,0,0,0,17
TPA,ORD,F9,2,58%,53,31,1356,340,0,580,0,436
TPA,PHL,F9,2,44%,54,24,1559,286,0,453,0,820
ATL,DEN,F9,1,47%,359,169,5426,1936,273,1511,0,1706
ATL,IAD,F9,1,32%,56,18,812,233,0,523,0,56
ATL,LAS,F9,1,26%,31,8,267,15,0,208,0,44
ATL,LAX,F9,1,25%,4,1,0,0,0,0,0,0
ATL,LGA,F9,1,17%,29,5,25,18,0,7,0,0
ATL,MCO,F9,1,45%,22,10,465,36,0,140,0,289
ATL,MIA,F9,1,42%,31,13,545,4,122,204,0,215
ATL,ORD,F9,1,75%,32,24,987,195,0,500,0,292
ATL,PHL,F9,1,40%,5,2,39,15,0,0,0,24
BOS,DEN,F9,1,60%,5,3,187,33,0,41,0,113
CLT,IAD,F9,1,67%,3,2,64,0,0,15,0,49
CLT,PHL,F9,1,100%,3,3,34,34,0,0,0,0
DCA,DEN,F9,1,42%,548,230,6084,1839,598,2397,0,1250
DEN,ATL,F9,1,54%,357,193,3696,862,0,1669,0,1165
DEN,BOS,F9,1,0%,4,0,0,0,0,0,0,0
DEN,DCA,F9,1,47%,548,258,6699,1906,17,2587,0,2189
DEN,DFW,F9,1,48%,676,322,7539,1571,100,3028,0,2840
DEN,DTW,F9,1,64%,250,159,3553,972,9,1124,0,1448
DEN,FLL,F9,1,55%,206,113,2305,506,10,900,0,889
DEN,IAH,F9,1,55%,228,125,3282,615,57,1439,0,1171
DEN,LAS,F9,1,45%,926,416,11626,3293,90,4542,0,3701
DEN,LAX,F9,1,52%,667,347,8754,2589,2,3100,0,3063
DEN,LGA,F9,1,64%,214,136,5503,998,23,3021,0,1461
DEN,MCO,F9,1,52%,409,211,5028,1741,6,1744,0,1537
DEN,MDW,F9,1,56%,321,180,4250,1273,31,1654,0,1292
DEN,MIA,F9,1,36%,81,29,623,140,0,307,0,176
DEN,MSP,F9,1,56%,521,294,8364,1561,27,2840,0,3936
DEN,ORD,F9,1,41%,113,46,1000,217,0,678,0,105
DEN,PDX,F9,1,58%,553,321,8575,2374,8,3257,0,2936
DEN,PHL,F9,1,44%,52,23,1312,112,239,538,0,423
DEN,PHX,F9,1,52%,669,347,10385,2556,3,4141,0,3685
DEN,SAN,F9,1,47%,586,274,7309,2038,224,2827,0,2220
DEN,SEA,F9,1,64%,548,353,9804,3130,55,3754,0,2865
DEN,SFO,F9,1,56%,597,333,15494,1588,12,9021,0,4873
DEN,SLC,F9,1,52%,649,339,8423,2007,17,3276,0,3123
DEN,TPA,F9,1,51%,246,126,2812,730,13,1397,0,672
DFW,DEN,F9,1,37%,675,251,5783,927,0,2026,0,2830
DTW,DEN,F9,1,54%,248,133,3372,742,5,1654,0,971
DTW,IAD,F9,1,50%,2,1,24,0,7,17,0,0
DTW,MCO,F9,1,17%,30,5,228,14,0,121,0,93
FLL,DEN,F9,1,45%,209,94,1781,560,0,569,0,652
FLL,IAD,F9,1,65%,23,15,758,168,0,220,0,370
IAD,ATL,F9,1,30%,56,17,726,477,8,125,0,116
IAD,CLT,F9,1,33%,3,1,61,11,0,12,0,38
IAD,DTW,F9,1,0%,2,0,0,0,0,0,0,0
IAD,FLL,F9,1,48%,23,11,622,60,0,370,0,192
IAD,LAS,F9,1,76%,29,22,953,422,0,227,0,304
IAD,MCO,F9,1,42%,71,30,1097,428,0,451,0,218
IAD,MIA,F9,1,40%,10,4,138,18,0,120,0,0
IAD,MSP,F9,1,33%,3,1,46,0,0,46,0,0
IAD,ORD,F9,1,63%,19,12,946,781,0,60,0,105
IAD,TPA,F9,1,50%,16,8,230,101,9,49,0,71
IAH,DEN,F9,1,45%,229,103,2853,471,39,1045,0,1298
IAH,LAS,F9,1,10%,31,3,190,0,0,46,0,144
IAH,MCO,F9,1,13%,31,4,72,0,0,0,0,72
IAH,PHL,F9,1,25%,4,1,18,0,0,18,0,0
IAH,PHX,F9,1,50%,26,13,611,57,0,373,0,181
IAH,SFO,F9,1,23%,35,8,231,187,0,44,0,0
LAS,ATL,F9,1,32%,31,10,421,383,0,6,0,32
LAS,DEN,F9,1,44%,925,410,10558,2276,17,2755,0,5510
LAS,IAD,F9,1,90%,29,26,1143,302,0,321,0,520
LAS,IAH,F9,1,13%,31,4,226,3,0,69,0,154
LAS,MCO,F9,1,23%,62,14,239,34,0,156,0,49
