Origin,Destination,Carrier,Month,Delay Percentage,Total Flights,Delay Flights,Total Delay Time(min),Carrier Delay,Weather Delay,NAS Delay,Security Delay,Aircraft Delay
LAS,MIA,F9,1,29%,31,9,492,468,0,1,0,23
LAS,ORD,F9,1,23%,92,21,1369,960,0,353,0,56
LAS,SFO,F9,1,42%,31,13,1228,383,0,741,0,104
LAX,ATL,F9,1,50%,4,2,68,0,0,0,0,68
LAX,DEN,F9,1,56%,668,373,8711,2328,0,2654,0,3729
LAX,MCO,F9,1,10%,31,3,0,0,0,0,0,0
LAX,ORD,F9,1,42%,31,13,92,10,0,48,0,34
LGA,ATL,F9,1,17%,29,5,16,0,0,0,0,16
LGA,DEN,F9,1,57%,214,121,3785,557,404,1656,0,1168
LGA,MIA,F9,1,68%,92,63,3009,206,65,1076,0,1662
MCO,ATL,F9,1,86%,22,19,516,161,0,148,0,207
MCO,DEN,F9,1,40%,408,163,5805,1469,125,1233,0,2978
MCO,DTW,F9,1,13%,30,4,289,108,0,91,0,90
MCO,IAD,F9,1,46%,71,33,1357,281,0,422,0,654
MCO,IAH,F9,1,38%,32,12,134,7,110,17,0,0
MCO,LAS,F9,1,13%,62,8,598,176,43,379,0,0
MCO,LAX,F9,1,29%,31,9,89,15,22,52,0,0
MCO,ORD,F9,1,41%,92,38,1895,240,63,805,0,787
MCO,PHL,F9,1,35%,155,54,2672,753,158,531,0,1230
MDW,DEN,F9,1,54%,322,175,6044,1274,247,2155,0,2368
MIA,ATL,F9,1,29%,31,9,521,213,0,252,0,56
MIA,DEN,F9,1,66%,83,55,2115,474,0,823,0,818
MIA,IAD,F9,1,60%,10,6,155,10,0,132,0,13
MIA,LAS,F9,1,26%,31,8,478,141,0,17,0,320
MIA,LGA,F9,1,53%,92,49,2581,909,0,1257,0,415
MIA,ORD,F9,1,35%,62,22,1921,175,0,529,0,1217
MIA,PHL,F9,1,53%,57,30,1930,195,0,501,0,1234
MSP,DEN,F9,1,50%,520,260,7592,2137,17,3018,0,2420
MSP,IAD,F9,1,67%,3,2,25,4,0,21,0,0
ORD,ATL,F9,1,50%,32,16,1097,219,50,439,0,389
ORD,DEN,F9,1,49%,112,55,3779,338,38,837,0,2566
ORD,IAD,F9,1,63%,19,12,1043,429,0,434,0,180
ORD,LAS,F9,1,37%,93,34,1823,369,122,810,0,522
ORD,LAX,F9,1,23%,31,7,561,157,0,67,0,337
ORD,MCO,F9,1,43%,92,40,2476,755,27,1010,0,684
ORD,MIA,F9,1,39%,62,24,1804,649,58,593,0,504
ORD,PHL,F9,1,25%,4,1,0,0,0,0,0,0
ORD,PHX,F9,1,29%,62,18,1316,1072,93,151,0,0
ORD,SFO,F9,1,52%,31,16,382,337,0,45,0,0
ORD,SLC,F9,1,45%,60,27,1865,513,40,397,0,915
ORD,TPA,F9,1,45%,62,28,1296,360,18,543,0,375
PDX,DEN,F9,1,43%,555,238,5887,781,34,2100,0,2972
PHL,ATL,F9,1,25%,4,1,22,0,0,0,0,22
PHL,CLT,F9,1,0%,3,0,0,0,0,0,0,0
PHL,DEN,F9,1,46%,54,25,1111,79,0,337,0,695
PHL,IAH,F9,1,25%,4,1,0,0,0,0,0,0
PHL,MCO,F9,1,37%,155,57,4572,1662,0,965,0,1945
PHL,MIA,F9,1,54%,57,31,2158,847,0,640,0,671
PHL,ORD,F9,1,75%,4,3,0,0,0,0,0,0
PHL,TPA,F9,1,62%,58,36,1928,310,0,864,0,754
PHX,DEN,F9,1,53%,668,355,10425,2450,0,2949,0,5026
PHX,IAH,F9,1,42%,26,11,482,108,0,67,0,307
PHX,ORD,F9,1,47%,62,29,1536,111,0,326,0,1099
PHX,SFO,F9,1,49%,53,26,1449,101,0,886,0,462
PHX,SLC,F9,1,31%,26,8,206,9,0,77,0,120
SAN,DEN,F9,1,47%,585,276,5737,487,115,2246,0,2889
SEA,DEN,F9,1,50%,550,274,8221,693,861,2449,0,4218
SFO,DEN,F9,1,48%,596,284,9459,513,104,2604,0,6238
SFO,IAH,F9,1,43%,35,15,404,303,0,101,0,0
SFO,LAS,F9,1,48%,31,15,1389,267,0,422,0,700
SFO,ORD,F9,1,65%,31,20,1306,58,0,315,0,933
SFO,PHX,F9,1,42%,53,22,852,41,0,214,0,597
SLC,DEN,F9,1,51%,649,329,8585,1505,198,3971,0,2911
SLC,ORD,F9,1,40%,60,24,1918,38,0,568,0,1312
SLC,PHX,F9,1,23%,26,6,434,117,0,310,0,7
TPA,DEN,F9,1,36%,247,88,2587,1150,19,551,0,867
TPA,IAD,F9,1,56%,16,9,302,118,0,58,0,126
TPA,ORD,F9,1,44%,62,27,1214,170,0,673,0,371
TPA,PHL,F9,1,57%,58,33,2207,184,0,1046,0,977
ATL,BOS,DL,12,29%,1543,442,9022,3255,935,2044,77,2711
ATL,BWI,DL,12,30%,1496,450,10012,3554,1644,1760,0,3054
ATL,CLT,DL,12,37%,1362,500,11483,4226,982,2696,0,3579
ATL,DCA,DL,12,31%,1963,614,14489,4536,957,4107,0,4889
ATL,DEN,DL,12,30%,1138,340,8404,3269,1196,1955,0,1984
ATL,DFW,DL,12,28%,1611,450,9772,3515,969,2271,0,3017
ATL,DTW,DL,12,30%,1533,463,8190,3457,1582,1022,0,2129
ATL,EWR,DL,12,39%,1369,529,19731,3530,995,11758,0,3448
ATL,FLL,DL,12,33%,2090,696,13285,4040,1806,3851,0,3588
ATL,HNL,DL,12,31%,155,48,816,374,30,412,0,0
ATL,IAD,DL,12,29%,737,214,3611,1428,613,426,0,1144
ATL,IAH,DL,12,32%,919,293,6410,2504,888,1059,0,1959
ATL,JFK,DL,12,40%,858,343,9094,3192,491,3595,0,1816
ATL,LAS,DL,12,29%,1169,342,6779,2594,967,1656,0,1562
ATL,LAX,DL,12,36%,1550,558,10937,4800,1082,3191,0,1864
ATL,LGA,DL,12,34%,2388,819,21963,5663,811,10770,0,4719
ATL,MCO,DL,12,38%,2275,870,12334,5318,1107,2335,0,3574
ATL,MDW,DL,12,24%,890,213,4406,2199,21,593,0,1593
ATL,MIA,DL,12,32%,1625,523,9784,3589,1878,1747,0,2570
ATL,MSP,DL,12,25%,1662,423,6604,2752,617,1292,0,1943
ATL,ORD,DL,12,26%,1402,370,8481,3302,1101,2387,0,1691
ATL,PDX,DL,12,33%,488,159,3284,1754,90,682,0,758
ATL,PHL,DL,12,37%,1527,565,19967,3112,1232,11994,0,3629
ATL,PHX,DL,12,36%,823,294,4380,1870,581,858,0,1071
ATL,SAN,DL,12,31%,768,235,3948,2100,429,787,0,632
ATL,SEA,DL,12,28%,829,231,4435,1704,1539,636,0,556
ATL,SFO,DL,12,39%,972,375,12149,2627,1338,7035,0,1149
ATL,SLC,DL,12,30%,1157,351,6000,2628,1174,1111,0,1087
ATL,TPA,DL,12,36%,1935,695,13686,5408,2407,2054,0,3817
BOS,ATL,DL,12,30%,1543,470,14265,4518,2455,3692,0,3600
BOS,DTW,DL,12,30%,829,252,10675,4063,1511,1305,0,3796
BOS,FLL,DL,12,46%,24,11,552,24,138,176,0,214
BOS,JFK,DL,12,39%,318,124,5724,1632,476,1621,0,1995
BOS,LAX,DL,12,46%,82,38,1302,288,353,464,0,197
BOS,LGA,DL,12,37%,680,253,7248,1567,1128,2503,0,2050
BOS,MCO,DL,12,27%,267,71,2321,565,929,393,0,434
BOS,MSP,DL,12,36%,747,268,7138,2353,1446,1510,0,1829
BOS,SLC,DL,12,43%,208,90,2818,999,637,550,0,632
BWI,ATL,DL,12,29%,1496,430,13593,4598,338,3890,0,4767
BWI,DTW,DL,12,23%,588,138,2901,1336,41,494,0,1030
BWI,MSP,DL,12,22%,400,88,3803,1791,31,513,0,1468
BWI,SLC,DL,12,28%,251,71,2468,1790,5,353,0,320
CLT,ATL,DL,12,30%,1365,410,12694,4401,347,3706,0,4240
CLT,DTW,DL,12,24%,283,68,2081,425,664,189,0,803
CLT,MSP,DL,12,23%,217,50,1009,322,15,282,0,390
CLT,SLC,DL,12,27%,113,31,475,351,0,124,0,0
DCA,ATL,DL,12,29%,1964,566,16885,5515,652,5138,0,5580
DCA,DTW,DL,12,21%,666,143,5402,1199,386,492,61,3264
DCA,JFK,DL,12,53%,32,17,430,27,0,217,0,186
DCA,MCO,DL,12,0%,3,0,0,0,0,0,0,0
DCA,MSP,DL,12,27%,726,197,7750,2843,226,974,0,3707
DCA,SLC,DL,12,35%,251,89,2615,678,1078,541,0,318
DEN,ATL,DL,12,40%,1133,451,15326,5972,648,4536,0,4170
DEN,DTW,DL,12,35%,449,158,4601,1993,280,995,0,1333
DEN,JFK,DL,12,41%,165,68,1603,812,15,540,0,236
DEN,LGA,DL,12,38%,273,103,3816,859,126,1633,0,1198
DEN,MSP,DL,12,39%,834,323,10200,3681,269,2221,0,4029
DEN,SLC,DL,12,51%,130,66,1985,693,318,555,0,419
DFW,ATL,DL,12,36%,1611,573,20330,8050,2755,3019,0,6506
DFW,DTW,DL,12,37%,158,59,943,446,0,93,0,404
DFW,LGA,DL,12,14%,7,1,0,0,0,0,0,0
DFW,MSP,DL,12,15%,62,9,145,113,27,5,0,0
DFW,SLC,DL,12,34%,186,64,1561,323,440,158,0,640
DTW,ATL,DL,12,30%,1532,460,13483,5905,1449,3641,0,2488
DTW,BOS,DL,12,30%,832,246,8047,3969,426,2224,0,1428
DTW,BWI,DL,12,26%,591,156,4098,1502,833,1047,0,716
DTW,CLT,DL,12,27%,280,75,2274,1338,13,601,0,322
DTW,DCA,DL,12,27%,665,177,4807,1747,195,1885,0,980
DTW,DEN,DL,12,34%,452,155,3794,1555,128,1703,0,408
DTW,DFW,DL,12,24%,147,36,1590,733,28,340,0,489
DTW,EWR,DL,12,49%,330,162,6935,1543,30,4902,0,460
DTW,FLL,DL,12,35%,816,286,6137,1812,262,3065,0,998
DTW,IAD,DL,12,47%,19,9,93,27,1,0,0,65
DTW,IAH,DL,12,50%,14,7,242,114,100,28,0,0
DTW,JFK,DL,12,31%,192,59,2743,711,201,1485,0,346
DTW,LAS,DL,12,31%,752,234,6021,2195,494,2098,0,1234
DTW,LAX,DL,12,35%,777,272,5976,2318,248,2210,0,1200
DTW,LGA,DL,12,36%,1244,453,17052,3802,524,9030,0,3696
DTW,MCO,DL,12,33%,885,295,6328,2278,872,2442,0,736
DTW,MDW,DL,12,40%,15,6,208,150,0,58,0,0
DTW,MIA,DL,12,30%,331,100,2662,1430,330,599,0,303
DTW,MSP,DL,12,32%,1257,404,8719,3512,676,2518,0,2013
DTW,ORD,DL,12,32%,550,176,5471,2476,509,1826,92,568
DTW,PDX,DL,12,43%,80,34,833,359,35,156,0,283
DTW,PHL,DL,12,34%,520,176,8583,1735,412,5230,0,1206
DTW,PHX,DL,12,35%,482,170,3644,1526,271,1325,0,522
DTW,SAN,DL,12,38%,304,117,2273,803,48,1079,0,343
DTW,SEA,DL,12,32%,531,172,3493,1804,48,1032,0,609
DTW,SFO,DL,12,39%,623,243,8812,2328,742,4870,0,872
DTW,SLC,DL,12,36%,573,204,4156,1627,357,1139,0,1033
DTW,TPA,DL,12,26%,806,207,5451,1737,835,1312,0,1567
EWR,ATL,DL,12,37%,1370,507,17440,5035,190,3453,0,8762
EWR,DTW,DL,12,27%,332,90,3026,621,40,483,0,1882
EWR,MSP,DL,12,23%,192,45,1189,321,137,375,0,356
EWR,SLC,DL,12,42%,157,66,2873,1113,38,458,0,1264
FLL,ATL,DL,12,23%,2082,489,18068,7904,6,3668,0,6490
FLL,BOS,DL,12,46%,24,11,865,251,0,115,0,499
FLL,DTW,DL,12,22%,815,176,4503,1768,4,755,0,1976
FLL,JFK,DL,12,31%,479,147,5664,1443,0,1864,0,2357
FLL,LGA,DL,12,35%,932,329,12611,2629,8,5524,0,4450
FLL,MSP,DL,12,26%,222,57,1547,717,0,127,0,703
HNL,ATL,DL,12,34%,155,52,423,98,0,240,0,85
HNL,JFK,DL,12,14%,22,3,82,69,0,0,0,13
HNL,LAX,DL,12,33%,532,178,4264,1828,0,1014,0,1422
HNL,MSP,DL,12,10%,29,3,60,60,0,0,0,0
HNL,PDX,DL,12,23%,13,3,56,31,0,2,0,23
HNL,SEA,DL,12,31%,180,56,411,122,0,247,0,42
HNL,SFO,DL,12,29%,83,24,1322,860,0,88,0,374
HNL,SLC,DL,12,24%,155,37,1019,430,0,259,0,330
IAD,ATL,DL,12,28%,739,204,6020,1878,224,2010,0,1908
IAD,DTW,DL,12,16%,19,3,0,0,0,0,0,0
IAD,MSP,DL,12,15%,47,7,131,35,28,52,0,16
IAD,SLC,DL,12,3%,31,1,16,16,0,0,0,0
IAH,ATL,DL,12,33%,926,310,11460,4858,121,2409,0,4072
IAH,DTW,DL,12,23%,13,3,514,514,0,0,0,0
IAH,MSP,DL,12,0%,3,0,0,0,0,0,0,0
IAH,SLC,DL,12,27%,48,13,494,303,0,31,0,160
JFK,ATL,DL,12,32%,856,273,6790,2581,430,2321,0,1458
JFK,BOS,DL,12,35%,309,107,5048,1690,128,900,0,2330
JFK,DCA,DL,12,30%,30,9,231,86,0,145,0,0
JFK,DEN,DL,12,43%,165,71,2490,1261,159,538,0,532
JFK,DTW,DL,12,27%,186,50,1646,566,105,376,0,599
JFK,FLL,DL,12,33%,480,157,4601,1726,32,1111,0,1732
JFK,HNL,DL,12,14%,22,3,61,38,0,0,0,23
JFK,LAS,DL,12,32%,638,203,4516,1618,89,1992,0,817
JFK,LAX,DL,12,32%,1067,342,7576,3283,509,2949,0,835
JFK,MCO,DL,12,27%,598,159,5889,3043,147,992,0,1707
JFK,MIA,DL,12,27%,578,158,4729,2307,143,1199,0,1080
JFK,MSP,DL,12,31%,177,55,2431,1331,0,529,0,571
JFK,ORD,DL,12,100%,1,1,39,15,0,0,0,24
JFK,PDX,DL,12,37%,193,72,2344,1064,348,614,0,318
JFK,PHX,DL,12,39%,231,90,2742,1085,248,972,0,437
JFK,SAN,DL,12,35%,258,91,2288,630,212,1136,0,310
JFK,SEA,DL,12,31%,429,133,2545,1200,135,806,0,404
JFK,SFO,DL,12,36%,796,289,8997,2118,164,5795,0,920
JFK,SLC,DL,12,36%,661,237,4954,2143,205,1724,0,882
JFK,TPA,DL,12,24%,333,80,3329,1017,764,712,0,836
LAS,ATL,DL,12,27%,1168,314,5491,2319,42,927,0,2203
LAS,DTW,DL,12,28%,751,208,4516,1509,167,840,0,2000
LAS,JFK,DL,12,29%,638,185,4843,1668,63,1680,0,1432
LAS,LAX,DL,12,43%,245,105,1905,717,7,377,0,804
LAS,MSP,DL,12,26%,834,217,6432,3356,180,878,0,2018
LAS,SEA,DL,12,43%,92,40,2731,2236,0,279,0,216
LAS,SLC,DL,12,31%,708,219,3767,1420,0,430,0,1917
LAX,ATL,DL,12,39%,1549,605,13778,7387,177,2051,0,4163
LAX,BOS,DL,12,46%,82,38,1061,128,28,472,0,433
LAX,DTW,DL,12,35%,776,274,6140,2834,276,1089,0,1941
LAX,HNL,DL,12,46%,534,243,6673,3202,89,1259,0,2123
LAX,JFK,DL,12,36%,1067,386,7385,2566,355,2390,0,2074
LAX,LAS,DL,12,34%,247,84,3015,877,0,340,0,1798
LAX,MCO,DL,12,48%,320,154,3972,2153,0,372,0,1447
LAX,MIA,DL,12,35%,143,50,886,369,19,204,0,294
LAX,MSP,DL,12,34%,908,307,5020,1963,330,926,0,1801
LAX,PDX,DL,12,49%,89,44,2578,1277,19,196,0,1086
LAX,PHL,DL,12,24%,21,5,98,56,0,6,0,36
LAX,PHX,DL,12,51%,41,21,744,63,0,52,0,629
LAX,SEA,DL,12,44%,217,96,1999,889,0,304,0,806
LAX,SFO,DL,12,61%,263,161,10251,2058,653,3455,0,4085
LAX,SLC,DL,12,40%,856,343,6767,3210,76,1031,0,2450
LAX,TPA,DL,12,43%,159,69,1343,376,48,233,0,686
LGA,ATL,DL,12,33%,2391,788,25765,9141,999,6848,0,8777
LGA,BOS,DL,12,38%,674,255,6440,1766,35,2340,0,2299
LGA,DEN,DL,12,35%,276,97,2870,1087,300,700,0,783
LGA,DFW,DL,12,17%,6,1,0,0,0,0,0,0
LGA,DTW,DL,12,29%,1235,363,11583,3344,461,1818,0,5960
LGA,FLL,DL,12,33%,932,308,10189,3718,253,2551,0,3667
LGA,MCO,DL,12,32%,1025,331,11041,3334,349,2330,0,5028
LGA,MIA,DL,12,33%,703,229,7355,3208,338,1653,0,2156
LGA,MSP,DL,12,34%,1011,340,9788,3012,225,2161,0,4390
LGA,ORD,DL,12,100%,1,1,37,37,0,0,0,0
LGA,TPA,DL,12,30%,654,196,7471,3744,269,1119,0,2339
MCO,ATL,DL,12,28%,2269,635,14608,5414,68,4940,0,4186
MCO,BOS,DL,12,29%,268,78,2802,502,0,45,0,2255
MCO,DCA,DL,12,67%,3,2,75,0,0,0,0,75
MCO,DTW,DL,12,21%,885,182,3880,2121,0,365,0,1394
MCO,JFK,DL,12,35%,596,209,9433,3532,31,2851,0,3019
MCO,LAX,DL,12,38%,320,121,4056,2282,12,724,0,1038
MCO,LGA,DL,12,33%,1023,334,11279,2741,193,4267,0,4078
MCO,MIA,DL,12,23%,31,7,298,290,0,8,0,0
MCO,MSP,DL,12,22%,744,165,3577,1472,0,770,0,1335
MCO,SEA,DL,12,15%,13,2,33,33,0,0,0,0
MCO,SLC,DL,12,25%,333,83,1189,383,24,271,0,511
MDW,ATL,DL,12,30%,891,263,9137,3792,638,2296,0,2411
MDW,DTW,DL,12,19%,16,3,63,0,63,0,0,0
MDW,MSP,DL,12,21%,38,8,197,0,22,146,0,29
MIA,ATL,DL,12,34%,1621,550,13000,5072,28,3664,54,4182
MIA,DTW,DL,12,25%,332,84,1838,957,0,207,0,674
MIA,JFK,DL,12,34%,578,195,7969,2661,460,2458,29,2361
MIA,LAX,DL,12,37%,142,53,750,280,0,352,0,118
MIA,LGA,DL,12,38%,701,266,9651,2646,219,3535,0,3251
MIA,MCO,DL,12,42%,31,13,246,16,0,48,0,182
MIA,MSP,DL,12,21%,214,46,832,293,0,159,0,380
MSP,ATL,DL,12,38%,1653,620,14928,5675,1075,6144,0,2034
MSP,BOS,DL,12,31%,752,233,5387,1795,94,2282,0,1216
MSP,BWI,DL,12,31%,395,123,3417,1498,39,815,0,1065
MSP,CLT,DL,12,33%,217,72,1363,631,9,546,0,177
MSP,DCA,DL,12,35%,725,252,7384,2788,446,2574,0,1576
MSP,DEN,DL,12,38%,836,316,8519,2887,588,2983,0,2061
MSP,DFW,DL,12,31%,74,23,346,85,0,244,0,17
MSP,DTW,DL,12,32%,1252,397,10066,3592,1182,2990,0,2302
MSP,EWR,DL,12,47%,191,90,3880,731,235,2535,0,379
MSP,FLL,DL,12,44%,225,98,2619,822,144,1008,0,645
MSP,HNL,DL,12,17%,29,5,62,51,0,11,0,0
MSP,IAD,DL,12,22%,45,10,143,12,0,33,0,98
MSP,IAH,DL,12,0%,3,0,0,0,0,0,0,0
MSP,JFK,DL,12,37%,182,67,1371,277,0,912,0,182
MSP,LAS,DL,12,32%,835,271,7338,2981,587,2729,0,1041
MSP,LAX,DL,12,41%,908,375,8491,3126,451,2939,0,1975
MSP,LGA,DL,12,36%,1018,362,12872,4392,323,6387,0,1770
MSP,MCO,DL,12,38%,745,286,7520,2277,342,3518,0,1383
MSP,MDW,DL,12,22%,37,8,32,0,0,32,0,0
MSP,MIA,DL,12,30%,214,64,1215,613,0,542,0,60
MSP,ORD,DL,12,40%,535,213,5900,2635,387,1792,0,1086
MSP,PDX,DL,12,37%,533,197,5183,2221,280,1535,0,1147
MSP,PHL,DL,12,37%,378,139,6081,1023,309,3296,0,1453
MSP,PHX,DL,12,32%,769,247,6232,2310,506,2395,0,1021
MSP,SAN,DL,12,30%,404,123,2858,883,160,1127,0,688
MSP,SEA,DL,12,33%,913,297,6550,1819,860,2046,0,1825
MSP,SFO,DL,12,43%,699,303,12915,3128,579,7226,0,1982
MSP,SLC,DL,12,36%,745,265,6705,2472,474,2439,0,1320
MSP,TPA,DL,12,36%,480,173,3927,1274,303,1725,0,625
ORD,ATL,DL,12,34%,1403,474,15997,6467,736,3527,0,5267
ORD,DTW,DL,12,28%,540,150,4146,829,203,741,0,2373
ORD,JFK,DL,12,100%,1,1,60,15,0,0,0,45
ORD,MSP,DL,12,47%,553,258,6722,2121,233,1704,0,2664
ORD,SLC,DL,12,38%,96,36,1142,185,116,105,0,736
PDX,ATL,DL,12,35%,487,170,2403,955,0,775,0,673
PDX,DTW,DL,12,48%,80,38,894,161,6,130,0,597
PDX,HNL,DL,12,8%,13,1,28,28,0,0,0,0
PDX,JFK,DL,12,40%,193,77,1035,511,14,392,0,118
PDX,LAX,DL,12,46%,89,41,2291,530,0,461,0,1300
PDX,MSP,DL,12,25%,530,132,3263,1926,58,628,0,651
PDX,SLC,DL,12,33%,684,225,4476,1110,44,604,0,2718
PHL,ATL,DL,12,35%,1527,527,20927,5791,659,4558,0,9919
PHL,DTW,DL,12,26%,522,134,4476,1459,31,717,0,2269
PHL,LAX,DL,12,43%,21,9,277,53,0,1,0,223
PHL,MSP,DL,12,30%,381,113,4846,1305,649,703,0,2189
PHL,SLC,DL,12,32%,167,53,1022,431,125,246,0,220
PHX,ATL,DL,12,21%,823,173,2528,1487,0,554,0,487
PHX,DTW,DL,12,24%,480,117,2656,913,339,330,0,1074
PHX,JFK,DL,12,28%,231,65,1499,402,110,499,0,488
PHX,LAX,DL,12,24%,42,10,34,18,0,16,0,0
PHX,MSP,DL,12,24%,768,184,3505,1548,96,656,0,1205
PHX,SEA,DL,12,35%,62,22,607,316,0,78,0,213
PHX,SLC,DL,12,21%,523,112,2066,726,0,91,0,1249
SAN,ATL,DL,12,27%,768,206,3919,2259,34,723,0,903
SAN,DTW,DL,12,28%,304,84,1170,248,0,287,0,635
SAN,JFK,DL,12,29%,259,75,1972,1075,0,641,0,256
SAN,MSP,DL,12,20%,404,79,2172,1432,320,217,0,203
SAN,SEA,DL,12,11%,19,2,44,8,0,0,0,36
SAN,SLC,DL,12,30%,706,211,3825,1432,334,427,0,1632
SEA,ATL,DL,12,43%,824,355,4807,2020,291,1641,0,855
SEA,DTW,DL,12,43%,528,228,4944,2621,191,1107,0,1025
SEA,HNL,DL,12,41%,180,74,1866,915,0,593,34,324
SEA,JFK,DL,12,41%,430,177,3730,1549,48,1333,0,800
SEA,LAS,DL,12,61%,90,55,1584,844,0,262,0,478
SEA,LAX,DL,12,44%,219,97,3193,1590,157,551,0,895
SEA,MCO,DL,12,46%,13,6,56,0,0,56,0,0
SEA,MSP,DL,12,36%,912,327,6233,3215,189,787,0,2042
SEA,PHX,DL,12,45%,62,28,624,312,0,61,0,251
SEA,SAN,DL,12,22%,18,4,145,117,0,28,0,0
SEA,SLC,DL,12,36%,868,312,5491,1806,664,726,50,2245
SFO,ATL,DL,12,35%,970,343,8376,3357,34,1732,0,3253
SFO,DTW,DL,12,41%,622,256,5838,1761,36,1181,0,2860
SFO,HNL,DL,12,33%,83,27,538,352,0,150,0,36
SFO,JFK,DL,12,31%,796,249,5880,1599,186,2321,0,1774
SFO,LAX,DL,12,67%,264,177,9778,1605,0,2213,0,5960
SFO,MSP,DL,12,33%,697,232,5511,1942,407,875,0,2287
SFO,SLC,DL,12,34%,186,63,1865,443,0,69,0,1353
SLC,ATL,DL,12,35%,1159,408,8279,3747,793,2416,0,1323
SLC,BOS,DL,12,33%,208,68,2197,961,343,528,0,365
SLC,BWI,DL,12,30%,251,75,1570,790,206,337,0,237
SLC,CLT,DL,12,41%,111,45,1545,864,30,297,0,354
SLC,DCA,DL,12,33%,251,84,1169,213,157,601,0,198
SLC,DEN,DL,12,38%,133,51,1870,544,95,632,0,599
SLC,DFW,DL,12,34%,189,64,1518,604,182,405,0,327
SLC,DTW,DL,12,31%,577,176,4583,2123,363,970,0,1127
SLC,EWR,DL,12,44%,157,69,3513,573,755,1826,0,359
SLC,HNL,DL,12,25%,155,38,1239,512,434,293,0,0
SLC,IAD,DL,12,13%,31,4,17,0,0,17,0,0
SLC,IAH,DL,12,35%,48,17,330,52,22,167,0,89
SLC,JFK,DL,12,38%,657,247,6742,2895,642,2087,0,1118
SLC,LAS,DL,12,31%,704,220,5494,1452,418,1789,0,1835
SLC,LAX,DL,12,42%,865,365,7604,2095,955,2724,0,1830
SLC,MCO,DL,12,36%,334,120,3131,549,526,965,0,1091
SLC,MSP,DL,12,28%,739,210,4489,1550,532,1342,0,1065
SLC,ORD,DL,12,38%,100,38,1119,191,13,751,0,164
SLC,PDX,DL,12,36%,685,247,4283,1250,492,1336,0,1205
SLC,PHL,DL,12,31%,166,52,1628,369,297,806,0,156
SLC,PHX,DL,12,31%,523,161,3585,1628,405,969,0,583
SLC,SAN,DL,12,33%,706,230,4046,1360,637,1091,0,958
SLC,SEA,DL,12,41%,866,353,7398,2499,844,2027,0,2028
SLC,SFO,DL,12,41%,185,76,2766,249,87,1848,0,582
TPA,ATL,DL,12,26%,1935,495,13698,4228,64,3039,0,6367
TPA,DTW,DL,12,21%,806,170,3673,1903,0,530,0,1240
TPA,JFK,DL,12,33%,331,109,3343,880,0,1364,0,1099
TPA,LAX,DL,12,29%,161,47,1299,488,7,225,0,579
TPA,LGA,DL,12,37%,656,240,8944,2374,14,3547,0,3009
TPA,MSP,DL,12,19%,479,92,2222,695,0,220,0,1307
ATL,BOS,DL,11,24%,1587,375,6410,3061,148,1866,0,1335
ATL,BWI,DL,11,26%,1554,411,5163,2226,185,1109,0,1643
ATL,CLT,DL,11,30%,1511,453,7082,3101,317,1988,0,1676
ATL,DCA,DL,11,30%,2006,603,9334,4823,239,2076,0,2196
ATL,DEN,DL,11,28%,1062,298,4681,2374,132,1304,0,871
ATL,DFW,DL,11,25%,1612,405,5554,2630,110,1845,0,969
ATL,DTW,DL,11,28%,1494,413,5838,3017,92,1124,0,1605
ATL,EWR,DL,11,29%,1442,418,12307,2842,356,7400,0,1709
ATL,FLL,DL,11,31%,1886,581,6077,2953,430,1625,0,1069
ATL,HNL,DL,11,28%,150,42,466,233,0,233,0,0
ATL,IAD,DL,11,23%,915,209,2628,1832,63,256,0,477
ATL,IAH,DL,11,26%,987,259,4419,2128,274,1445,35,537
ATL,JFK,DL,11,35%,848,296,6308,2612,133,2843,0,720
ATL,LAS,DL,11,27%,1183,316,4739,1920,85,2121,0,613
ATL,LAX,DL,11,32%,1469,477,6642,3335,118,2739,45,405
ATL,LGA,DL,11,30%,2297,689,14649,4434,260,8041,0,1914
ATL,MCO,DL,11,31%,2232,689,7984,3536,168,2217,40,2023
ATL,MDW,DL,11,27%,938,257,6319,3195,383,1247,0,1494
ATL,MIA,DL,11,28%,1555,434,4378,2051,155,1174,0,998
ATL,MSP,DL,11,26%,1603,413,5372,2684,92,1292,0,1304
ATL,ORD,DL,11,32%,1476,471,13257,3378,447,7920,0,1512
ATL,PDX,DL,11,28%,422,120,1300,545,50,325,0,380
ATL,PHL,DL,11,29%,1533,440,11923,3118,380,6592,0,1833
ATL,PHX,DL,11,34%,832,283,3683,1884,136,1067,0,596
ATL,SAN,DL,11,34%,719,241,2673,1250,74,820,0,529
ATL,SEA,DL,11,29%,764,220,2418,1473,39,737,0,169
ATL,SFO,DL,11,37%,898,334,7219,2037,103,4444,0,635
ATL,SLC,DL,11,32%,1037,328,3904,2758,88,671,0,387
ATL,TPA,DL,11,26%,1895,498,6904,3696,216,1323,0,1669
BOS,ATL,DL,11,27%,1587,424,8298,4078,7,1875,0,2338
BOS,DTW,DL,11,26%,905,238,5811,1808,499,884,0,2620
BOS,JFK,DL,11,30%,447,136,4385,671,70,2072,0,1572
BOS,LAS,DL,11,50%,2,1,24,0,0,24,0,0
BOS,LAX,DL,11,40%,109,44,917,263,10,318,0,326
BOS,LGA,DL,11,35%,872,302,7927,1207,19,4061,0,2640
